symbol,buy_time,buy_datetime,buy_price,sell_time,sell_datetime,sell_price,profit_pct,hold_hours
BNXUSDT,1741373099999,2025-03-07 18:44:59,1.0067,1741391099999,2025-03-07 23:44:59,0.9658,-4.0627793781662795,5.0
BONDUSDT,1725370199999,2024-09-03 13:29:59,2.226,1725371099999,2024-09-03 13:44:59,2.194,-1.437556154537288,0.25
BONDUSDT,1726735499999,2024-09-19 08:44:59,2.125,1726833599999,2024-09-20 11:59:59,2.397,12.79999999999999,27.25
BSWUSDT,1748102399999,2025-05-24 15:59:59,0.03239,1748119499999,2025-05-24 20:44:59,0.03289,1.5436863229391802,4.75
BSWUSDT,1750931999999,2025-06-26 09:59:59,0.03375,1750946399999,2025-06-26 13:59:59,0.02638,-21.837037037037042,4.0
BSWUSDT,1757500199999,2025-09-10 10:29:59,0.0329,1757520899999,2025-09-10 16:14:59,0.0212,-35.56231003039513,5.75
BTCUSDT,1660139099999,2022-08-10 13:44:59,24041.9,1660139999999,2022-08-10 13:59:59,24012.2,-0.12353432964948996,0.25
BTCUSDT,1667567699999,2022-11-04 13:14:59,20767.0,1667580299999,2022-11-04 16:44:59,20756.9,-0.04863485337313307,3.5
BTCUSDT,1688636699999,2023-07-06 09:44:59,31159.0,1688637599999,2023-07-06 09:59:59,31064.7,-0.3026412914406729,0.25
BTCUSDT,1689021899999,2023-07-10 20:44:59,30814.5,1689026399999,2023-07-10 21:59:59,30282.7,-1.7258109007123248,1.25
CAKEUSDT,1708566299999,2024-02-22 01:44:59,2.7764,1708567199999,2024-02-22 01:59:59,2.7405,-1.2930413485088699,0.25
CAKEUSDT,1717549199999,2024-06-05 00:59:59,3.1086,1717611299999,2024-06-05 18:14:59,3.1249,0.5243517982371407,17.25
